epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,9929.17,0.8783,1.20837,0.61483,0.95001,0.82382,0.74393,0.82227,0.61209,0.82993,0.75455,0.81821,0.52883,1.04939,1.74003,0.91643,1.04908,0.004522,0.004522,0.004522
85,10061.4,0.85519,1.1623,0.63381,0.94156,0.8162,0.73182,0.8094,0.5981,0.81113,0.72727,0.79908,0.51731,1.08437,1.73142,0.92754,1.07564,0.004456,0.004456,0.004456
86,10161.6,0.84851,1.20987,0.61272,0.94179,0.783,0.80455,0.81241,0.60896,0.783,0.80455,0.79781,0.51192,1.06058,1.76622,0.88502,1.06275,0.00439,0.00439,0.00439
87,10261.4,0.84109,1.16052,0.62573,0.93191,0.77484,0.7821,0.80499,0.58898,0.79399,0.77273,0.79322,0.51399,1.08739,1.8078,0.9543,1.0718,0.004324,0.004324,0.004324
88,10361.7,0.84736,1.19019,0.59321,0.93177,0.82036,0.78182,0.82016,0.6001,0.82036,0.78182,0.82024,0.52796,1.09669,1.76609,0.86031,1.09516,0.004258,0.004258,0.004258
89,10461.8,0.86204,1.22275,0.6276,0.94086,0.82186,0.77592,0.81695,0.60868,0.79126,0.80909,0.82535,0.52212,1.07772,1.7338,0.88091,1.07611,0.004192,0.004192,0.004192
90,10610.5,0.82368,1.12231,0.57724,0.9276,0.83763,0.75909,0.8206,0.60613,0.84766,0.76818,0.8265,0.52834,1.06839,1.71629,0.87645,1.06476,0.004126,0.004126,0.004126
91,10726.2,0.83298,1.13748,0.57962,0.93632,0.84951,0.74545,0.8082,0.59894,0.84878,0.75455,0.8105,0.51747,1.09662,1.79426,0.87543,1.09088,0.00406,0.00406,0.00406
92,10846.7,0.84095,1.16141,0.59874,0.94401,0.7665,0.79083,0.80727,0.60613,0.77962,0.804,0.82894,0.51978,1.10047,1.74185,0.87511,1.09402,0.003994,0.003994,0.003994
93,10949,0.80597,1.15607,0.59713,0.93645,0.77087,0.81364,0.80207,0.59356,0.77299,0.78636,0.79743,0.52322,1.08483,1.80663,0.89102,1.08074,0.003928,0.003928,0.003928
94,11052.1,0.83755,1.18756,0.58399,0.93654,0.81697,0.77727,0.80269,0.60122,0.79328,0.80455,0.80698,0.51061,1.05903,1.69551,0.8761,1.05959,0.003862,0.003862,0.003862
95,11153.3,0.8313,1.15437,0.60983,0.93238,0.79394,0.81364,0.81035,0.59862,0.80492,0.80645,0.80022,0.51085,1.06075,1.73367,0.86548,1.06692,0.003796,0.003796,0.003796
96,11253.7,0.79649,1.08992,0.55739,0.92726,0.85454,0.79545,0.83183,0.61436,0.84551,0.78636,0.81717,0.52166,1.05113,1.8033,0.84071,1.04964,0.00373,0.00373,0.00373
97,11355.8,0.8368,1.13481,0.58801,0.93215,0.83583,0.80455,0.84278,0.63012,0.85519,0.75909,0.83091,0.53758,1.03942,1.754,0.79757,1.05368,0.003664,0.003664,0.003664
98,11478.7,0.82052,1.14166,0.57678,0.92977,0.81514,0.7817,0.82916,0.6253,0.81642,0.7884,0.83239,0.5372,1.05276,1.65491,0.89043,1.06856,0.003598,0.003598,0.003598
99,11586.8,0.82352,1.11987,0.57664,0.93076,0.80818,0.80455,0.83197,0.61992,0.81003,0.80909,0.83304,0.53258,1.01961,1.68853,0.86598,1.04376,0.003532,0.003532,0.003532
100,11696.1,0.80593,1.10942,0.5642,0.92357,0.81004,0.80455,0.81751,0.60812,0.81462,0.80909,0.82228,0.52134,1.04845,1.70818,0.83347,1.08467,0.003466,0.003466,0.003466
101,11805,0.80274,1.10671,0.53848,0.92528,0.80409,0.78357,0.81692,0.61487,0.80653,0.79585,0.82541,0.53499,1.04201,1.72004,0.85833,1.06866,0.0034,0.0034,0.0034
102,11906.4,0.81192,1.12308,0.55888,0.93363,0.78103,0.79091,0.82766,0.61957,0.78669,0.78788,0.82937,0.52279,1.0629,1.72387,0.89585,1.06983,0.003334,0.003334,0.003334
103,12006.8,0.77746,1.02834,0.5408,0.90608,0.80313,0.79734,0.81667,0.60763,0.8077,0.80188,0.81011,0.51864,1.04048,1.78217,0.8818,1.04912,0.003268,0.003268,0.003268
104,12109.1,0.77364,1.10601,0.55916,0.91815,0.72952,0.82273,0.79076,0.58304,0.73037,0.79545,0.79042,0.49965,1.08223,1.89598,0.89561,1.06667,0.003202,0.003202,0.003202
105,12211.5,0.77968,1.11475,0.55677,0.91802,0.84985,0.72036,0.81824,0.5986,0.81271,0.75,0.813,0.52163,1.06468,1.72299,0.88195,1.06216,0.003136,0.003136,0.003136
106,12311.8,0.7798,1.07643,0.53318,0.91098,0.80204,0.79189,0.81878,0.5943,0.79991,0.78139,0.80334,0.52115,1.10091,1.92276,0.87786,1.11119,0.00307,0.00307,0.00307
107,12414.2,0.78999,1.06333,0.54336,0.91896,0.8262,0.75627,0.82865,0.61205,0.82064,0.77727,0.83086,0.5365,1.0934,1.77078,0.84611,1.09637,0.003004,0.003004,0.003004
108,12516.8,0.79043,1.07506,0.53592,0.91641,0.76494,0.80455,0.82004,0.61681,0.7786,0.81818,0.82171,0.5322,1.09226,1.87147,0.86966,1.09058,0.002938,0.002938,0.002938
109,12618.4,0.77296,1.04929,0.53872,0.91047,0.84593,0.74874,0.8078,0.6059,0.85107,0.75329,0.8055,0.52501,1.07472,1.82795,0.861,1.10392,0.002872,0.002872,0.002872
110,12721,0.779,1.04726,0.54442,0.9187,0.81043,0.73845,0.80329,0.5957,0.81542,0.74299,0.80188,0.52125,1.06517,1.83228,0.90733,1.07037,0.002806,0.002806,0.002806
111,12822.2,0.76171,1.04633,0.51231,0.90164,0.81613,0.76818,0.80932,0.60573,0.80512,0.75909,0.79007,0.52134,1.04041,1.7923,0.86409,1.0603,0.00274,0.00274,0.00274
112,12924.6,0.75586,1.02097,0.50283,0.91204,0.77503,0.80455,0.82579,0.62167,0.83798,0.74545,0.81954,0.53024,1.04039,1.82608,0.86139,1.0585,0.002674,0.002674,0.002674
113,13025,0.74099,1.04502,0.51361,0.90687,0.79899,0.83109,0.83468,0.63024,0.78588,0.81745,0.81885,0.54043,1.03113,1.84539,0.79099,1.06199,0.002608,0.002608,0.002608
114,13125.7,0.73897,1.00749,0.50174,0.90537,0.80734,0.8,0.83628,0.63833,0.80485,0.78734,0.81938,0.54581,1.02348,1.72628,0.83513,1.03788,0.002542,0.002542,0.002542
115,13226.5,0.77553,1.11385,0.53644,0.92296,0.84195,0.82331,0.8476,0.6403,0.83731,0.81876,0.83343,0.54495,1.00473,1.74343,0.77994,1.04992,0.002476,0.002476,0.002476
116,13327.4,0.75221,1.00576,0.50583,0.91088,0.84355,0.79545,0.84614,0.63546,0.83898,0.8,0.83679,0.54756,1.02524,1.71943,0.77954,1.05072,0.00241,0.00241,0.00241
117,13431.1,0.73166,1.02001,0.50507,0.90138,0.86477,0.81818,0.83162,0.62262,0.85917,0.81364,0.81759,0.54021,1.05661,1.79248,0.80605,1.06805,0.002344,0.002344,0.002344
118,13533.4,0.72176,1.0044,0.49133,0.89556,0.84024,0.8,0.82248,0.62043,0.84024,0.8,0.82241,0.54004,1.06035,1.76794,0.86151,1.0687,0.002278,0.002278,0.002278
119,13645.3,0.72111,1.02324,0.476,0.89996,0.87021,0.82289,0.84239,0.63302,0.86541,0.81835,0.83408,0.55082,1.03469,1.76653,0.76213,1.07529,0.002212,0.002212,0.002212
120,13749.2,0.73898,1.04914,0.51595,0.90997,0.88847,0.76818,0.84508,0.63976,0.81802,0.82273,0.84025,0.55495,1.01476,1.73623,0.77799,1.05664,0.002146,0.002146,0.002146
121,13852.7,0.71048,0.96811,0.47329,0.89678,0.83462,0.79545,0.8253,0.63115,0.82475,0.78636,0.81435,0.54065,1.00593,1.75889,0.84358,1.03852,0.00208,0.00208,0.00208
122,13953.9,0.72537,1.03282,0.50148,0.89252,0.84888,0.79545,0.83207,0.63001,0.83918,0.78636,0.81655,0.54547,1.0276,1.7858,0.83301,1.07102,0.002014,0.002014,0.002014
123,14054.9,0.70311,0.98393,0.46805,0.89227,0.86268,0.80909,0.83772,0.62641,0.85299,0.8,0.81969,0.54541,1.01795,1.77243,0.81581,1.05242,0.001948,0.001948,0.001948
124,14156.6,0.70854,0.96423,0.46619,0.9,0.82592,0.81949,0.82624,0.62115,0.82592,0.81949,0.82438,0.53618,1.03071,1.78718,0.84443,1.05995,0.001882,0.001882,0.001882
125,14257.6,0.72513,0.96943,0.48459,0.89347,0.83855,0.81364,0.83495,0.63229,0.83855,0.81364,0.82331,0.53558,1.04483,1.81885,0.81312,1.07475,0.001816,0.001816,0.001816
126,14360.2,0.72221,0.99034,0.46563,0.89696,0.82103,0.82273,0.82578,0.62761,0.82103,0.82273,0.82106,0.53604,1.01822,1.84102,0.841,1.07168,0.00175,0.00175,0.00175
127,14462.1,0.70586,0.99078,0.47305,0.89204,0.83696,0.79336,0.82226,0.62104,0.83216,0.78881,0.81138,0.53421,1.04188,1.84255,0.87997,1.08852,0.001684,0.001684,0.001684
128,14562.8,0.70682,0.98107,0.47545,0.89925,0.8086,0.81364,0.8118,0.62159,0.80366,0.80909,0.79747,0.52204,1.03347,1.88326,0.86797,1.08537,0.001618,0.001618,0.001618
129,14672.8,0.68406,0.93836,0.47352,0.89053,0.83025,0.80033,0.83032,0.63234,0.82082,0.79124,0.82065,0.53541,1.03495,1.84879,0.82941,1.08002,0.001552,0.001552,0.001552
