epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,3145.11,0.92869,1.27572,0.67923,0.94835,0.8426,0.84536,0.88198,0.67142,0.8426,0.84536,0.88346,0.60118,0.98792,1.53673,0.73382,0.9791,0.00439,0.00439,0.00439
70,3190.25,0.93688,1.29134,0.69134,0.95346,0.83497,0.86066,0.87862,0.66728,0.81394,0.84021,0.86506,0.58291,0.95583,1.56635,0.74533,0.97548,0.0043075,0.0043075,0.0043075
71,3235.78,0.90369,1.25779,0.65547,0.94005,0.85213,0.8299,0.87984,0.65911,0.84154,0.81959,0.87143,0.58205,0.9688,1.60928,0.75377,0.98243,0.004225,0.004225,0.004225
72,3281.36,0.88985,1.24204,0.6452,0.93563,0.85881,0.81443,0.88725,0.66882,0.85337,0.80928,0.8831,0.58376,0.98952,1.60864,0.77454,0.9969,0.0041425,0.0041425,0.0041425
73,3327.81,0.88578,1.25663,0.64884,0.93689,0.8661,0.82474,0.89103,0.6672,0.85374,0.80928,0.8881,0.57899,0.95215,1.56196,0.75873,0.98041,0.00406,0.00406,0.00406
74,3374.1,0.86831,1.19634,0.6308,0.9211,0.89073,0.81959,0.89862,0.68464,0.88479,0.81443,0.89407,0.60704,0.95839,1.5616,0.72364,0.98162,0.0039775,0.0039775,0.0039775
75,3420.83,0.86002,1.1705,0.59408,0.92135,0.92779,0.7732,0.88684,0.66495,0.92299,0.76804,0.88537,0.57994,0.9797,1.59944,0.75768,0.98767,0.003895,0.003895,0.003895
76,3467.21,0.89643,1.24671,0.6475,0.94101,0.90588,0.84343,0.90905,0.68894,0.90588,0.84343,0.90905,0.5975,0.95694,1.55882,0.71494,0.97175,0.0038125,0.0038125,0.0038125
77,3513.65,0.88388,1.23873,0.63553,0.93983,0.93125,0.83788,0.90695,0.68842,0.93125,0.83788,0.90813,0.60917,0.98353,1.56049,0.73954,0.98301,0.00373,0.00373,0.00373
78,3560.34,0.84489,1.1921,0.59877,0.91571,0.91077,0.84021,0.90028,0.68526,0.89779,0.8299,0.89428,0.60354,0.98921,1.50928,0.72923,0.98046,0.0036475,0.0036475,0.0036475
79,3606.88,0.87261,1.19366,0.63365,0.93713,0.87983,0.82474,0.87949,0.66518,0.87983,0.82474,0.87913,0.58156,0.98941,1.64097,0.73078,0.98669,0.003565,0.003565,0.003565
80,3654.36,0.88683,1.25787,0.64748,0.93785,0.89019,0.83574,0.89437,0.68458,0.8847,0.83059,0.8889,0.59042,0.96309,1.54096,0.72967,0.96843,0.0034825,0.0034825,0.0034825
81,3700.78,0.85022,1.17072,0.63011,0.91685,0.83658,0.8444,0.88317,0.67472,0.84158,0.84889,0.88451,0.59648,0.97261,1.51254,0.74529,0.96809,0.0034,0.0034,0.0034
